score,citations_int,score_reason,source,doi,title,abstract,venue,year,citations,authors,url
3,0,"families=2:classical,garch",arxiv,,What events matter for exchange rate volatility ?,"This paper expands on stochastic volatility models by proposing a data-driven method to select the macroeconomic events most likely to impact volatility. The paper identifies and quantifies the effects of macroeconomic events across multiple countries on exchange rate volatility using high-frequency currency returns, while accounting for persistent stochastic volatility effects and seasonal components capturing time-of-day patterns. Given the hundreds of macroeconomic announcements and their lags, we rely on sparsity-based methods to select relevant events for the model. We contribute to the exchange rate literature in four ways: First, we identify the macroeconomic events that drive currency volatility, estimate their effects and connect them to macroeconomic fundamentals. Second, we find a link between intraday seasonality, trading volume, and the opening hours of major markets across the globe. We provide a simple labor-based explanation for this observed pattern. Third, we show that including macroeconomic events and seasonal components is crucial for forecasting exchange rate volatility. Fourth, our proposed model yields the lowest volatility and highest Sharpe ratio in portfolio allocations when compared to standard SV and GARCH models.",arXiv q-fin,2024,0,Igor Martins; Hedibert Freitas Lopes,https://arxiv.org/abs/2411.16244v1
3,0,"families=2:classical,ml",arxiv,,Whack-a-mole Online Learning: Physics-Informed Neural Network for Intraday Implied Volatility Surface,"Calibrating the time-dependent Implied Volatility Surface (IVS) using sparse market data is an essential challenge in computational finance, particularly for real-time applications. This task requires not only fitting market data but also satisfying a specified partial differential equation (PDE) and no-arbitrage conditions modelled by differential inequalities. This paper proposes a novel Physics-Informed Neural Networks (PINNs) approach called Whack-a-mole Online Learning (WamOL) to address this multi-objective optimisation problem. WamOL integrates self-adaptive and auto-balancing processes for each loss term, efficiently reweighting objective functions to ensure smooth surface fitting while adhering to PDE and no-arbitrage constraints and updating for intraday predictions. In our experiments, WamOL demonstrates superior performance in calibrating intraday IVS from uneven and sparse market data, effectively capturing the dynamic evolution of option prices and associated risk profiles. This approach offers an efficient solution for intraday IVS calibration, extending PINNs applications and providing a method for real-time financial modelling.",arXiv q-fin,2024,0,Kentaro Hoshisashi; Carolyn E. Phelan; Paolo Barucca,https://arxiv.org/abs/2411.02375v1
3,0,"families=2:garch,ml",arxiv,,Dynamic graph neural networks for enhanced volatility prediction in financial markets,"Volatility forecasting is essential for risk management and decision-making in financial markets. Traditional models like Generalized Autoregressive Conditional Heteroskedasticity (GARCH) effectively capture volatility clustering but often fail to model complex, non-linear interdependencies between multiple indices. This paper proposes a novel approach using Graph Neural Networks (GNNs) to represent global financial markets as dynamic graphs. The Temporal Graph Attention Network (Temporal GAT) combines Graph Convolutional Networks (GCNs) and Graph Attention Networks (GATs) to capture the temporal and structural dynamics of volatility spillovers. By utilizing correlation-based and volatility spillover indices, the Temporal GAT constructs directed graphs that enhance the accuracy of volatility predictions. Empirical results from a 15-year study of eight major global indices show that the Temporal GAT outperforms traditional GARCH models and other machine learning methods, particularly in short- to mid-term forecasts. The sensitivity and scenario-based analysis over a range of parameters and hyperparameters further demonstrate the significance of the proposed technique. Hence, this work highlights the potential of GNNs in modeling complex market behaviors, providing valuable insights for financial analysts and investors.",arXiv q-fin,2024,0,Pulikandala Nithish Kumar; Nneka Umeorah; Alex Alochukwu,https://arxiv.org/abs/2410.16858v1
3,0,"families=2:garch,ml",arxiv,,GARCH-Informed Neural Networks for Volatility Prediction in Financial Markets,"Volatility, which indicates the dispersion of returns, is a crucial measure of risk and is hence used extensively for pricing and discriminating between different financial investments. As a result, accurate volatility prediction receives extensive attention. The Generalized Autoregressive Conditional Heteroscedasticity (GARCH) model and its succeeding variants are well established models for stock volatility forecasting. More recently, deep learning models have gained popularity in volatility prediction as they demonstrated promising accuracy in certain time series prediction tasks. Inspired by Physics-Informed Neural Networks (PINN), we constructed a new, hybrid Deep Learning model that combines the strengths of GARCH with the flexibility of a Long Short-Term Memory (LSTM) Deep Neural Network (DNN), thus capturing and forecasting market volatility more accurately than either class of models are capable of on their own. We refer to this novel model as a GARCH-Informed Neural Network (GINN). When compared to other time series models, GINN showed superior out-of-sample prediction performance in terms of the Coefficient of Determination ($R^2$), Mean Squared Error (MSE), and Mean Absolute Error (MAE).",arXiv q-fin,2024,0,Zeda Xu; John Liechty; Sebastian Benthall; Nicholas Skar-Gislinge; Christopher McComb,https://arxiv.org/abs/2410.00288v1
3,0,"families=3:ensemble,garch,ml",arxiv,,"The Hybrid Forecast of S&P 500 Volatility ensembled from VIX, GARCH and LSTM models","Predicting the S&P 500 index volatility is crucial for investors and financial analysts as it helps assess market risk and make informed investment decisions. Volatility represents the level of uncertainty or risk related to the size of changes in a security's value, making it an essential indicator for financial planning. This study explores four methods to improve the accuracy of volatility forecasts for the S&P 500: the established GARCH model, known for capturing historical volatility patterns; an LSTM network that utilizes past volatility and log returns; a hybrid LSTM-GARCH model that combines the strengths of both approaches; and an advanced version of the hybrid model that also factors in the VIX index to gauge market sentiment. This analysis is based on a daily dataset that includes S&P 500 and VIX index data, covering the period from January 3, 2000, to December 21, 2023. Through rigorous testing and comparison, we found that machine learning approaches, particularly the hybrid LSTM models, significantly outperform the traditional GARCH model. Including the VIX index in the hybrid model further enhances its forecasting ability by incorporating real-time market sentiment. The results of this study offer valuable insights for achieving more accurate volatility predictions, enabling better risk management and strategic investment decisions in the volatile environment of the S&P 500.",arXiv q-fin,2024,0,Natalia Roszyk; Robert Ślepaczuk,https://arxiv.org/abs/2407.16780v1
3,0,"families=2:classical,garch",arxiv,,"Analyzing Currency Fluctuations: A Comparative Study of GARCH, EWMA, and IV Models for GBP/USD and EUR/GBP Pairs","In this study, we examine the fluctuation in the value of the Great Britain Pound (GBP). We focus particularly on its relationship with the United States Dollar (USD) and the Euro (EUR) currency pairs. Utilizing data from June 15, 2018, to June 15, 2023, we apply various mathematical models to assess their effectiveness in predicting the 20-day variation in the pairs' daily returns. Our analysis involves the implementation of Exponentially Weighted Moving Average (EWMA), Generalized Autoregressive Conditional Heteroskedasticity (GARCH) models, and Implied Volatility (IV) models. To evaluate their performance, we compare the accuracy of their predictions using Root Mean Square Error (RMSE) and Mean Absolute Error (MAE) metrics. We delve into the intricacies of GARCH models, examining their statistical characteristics when applied to the provided dataset. Our findings suggest the existence of asymmetric returns in the EUR/GBP pair, while such evidence is inconclusive for the GBP/USD pair. Additionally, we observe that GARCH-type models better fit the data when assuming residuals follow a standard t-distribution rather than a standard normal distribution. Furthermore, we investigate the efficacy of different forecasting techniques within GARCH-type models. Comparing rolling window forecasts to expanding window forecasts, we find no definitive superiority in either approach across the tested scenarios. Our experiments reveal that for the GBP/USD pair, the most accurate volatility forecasts stem from the utilization of GARCH models employing a rolling window methodology. Conversely, for the EUR/GBP pair, optimal forecasts are derived from GARCH models and Ordinary Least Squares (OLS) models incorporating the annualized implied volatility of the exchange rate as an independent variable.",arXiv q-fin,2024,0,Narayan Tondapu,https://arxiv.org/abs/2402.07435v1
3,0,"families=2:classical,ml",arxiv,,DeepSVM: Learning Stochastic Volatility Models with Physics-Informed Deep Operator Networks,"Real-time calibration of stochastic volatility models (SVMs) is computationally bottlenecked by the need to repeatedly solve coupled partial differential equations (PDEs). In this work, we propose DeepSVM, a physics-informed Deep Operator Network (PI-DeepONet) designed to learn the solution operator of the Heston model across its entire parameter space. Unlike standard data-driven deep learning (DL) approaches, DeepSVM requires no labelled training data. Rather, we employ a hard-constrained ansatz that enforces terminal payoffs and static no-arbitrage conditions by design. Furthermore, we use Residual-based Adaptive Refinement (RAR) to stabilize training in difficult regions subject to high gradients. Overall, DeepSVM achieves a final training loss of $10^{-5}$ and predicts highly accurate option prices across a range of typical market dynamics. While pricing accuracy is high, we find that the model's derivatives (Greeks) exhibit noise in the at-the-money (ATM) regime, highlighting the specific need for higher-order regularization in physics-informed operator learning.",arXiv q-fin,2025,0,Kieran A. Malandain; Selim Kalici; Hakob Chakhoyan,https://arxiv.org/abs/2512.07162v1
3,0,"families=2:garch,ml",arxiv,,Bayesian Modeling for Uncertainty Management in Financial Risk Forecasting and Compliance,"A Bayesian analytics framework that precisely quantifies uncertainty offers a significant advance for financial risk management. We develop an integrated approach that consistently enhances the handling of risk in market volatility forecasting, fraud detection, and compliance monitoring. Our probabilistic, interpretable models deliver reliable results: We evaluate the performance of one-day-ahead 95% Value-at-Risk (VaR) forecasts on daily S&P 500 returns, with a training period from 2000 to 2019 and an out-of-sample test period spanning 2020 to 2024. Formal tests of unconditional (Kupiec) and conditional (Christoffersen) coverage reveal that an LSTM baseline achieves near-nominal calibration. In contrast, a GARCH(1,1) model with Student-t innovations underestimates tail risk. Our proposed discount-factor DLM model produces a slightly liberal VaR estimate, with evidence of clustered violations. Bayesian logistic regression improves recall and AUC-ROC for fraud detection, and a hierarchical Beta state-space model provides transparent and adaptive compliance risk assessment. The pipeline is distinguished by precise uncertainty quantification, interpretability, and GPU-accelerated analysis, delivering up to 50x speedup. Remaining challenges include sparse fraud data and proxy compliance labels, but the framework enables actionable risk insights. Future expansion will extend feature sets, explore regime-switching priors, and enhance scalable inference.",arXiv q-fin,2025,0,Sharif Al Mamun; Rakib Hossain; Md. Jobayer Rahman; Malay Kumar Devnath; Farhana Afroz; Lisan Al Amin,https://arxiv.org/abs/2512.15739v1
3,0,"families=2:har,ml",arxiv,,Improving S&P 500 Volatility Forecasting through Regime-Switching Methods,"Accurate prediction of financial market volatility is critical for risk management, derivatives pricing, and investment strategy. In this study, we propose a multitude of regime-switching methods to improve the prediction of S&P 500 volatility by capturing structural changes in the market across time. We use eleven years of SPX data, from May 1st, 2014 to May 27th, 2025, to compute daily realized volatility (RV) from 5-minute intraday log returns, adjusted for irregular trading days. To enhance forecast accuracy, we engineered features to capture both historical dynamics and forward-looking market sentiment across regimes. The regime-switching methods include a soft Markov switching algorithm to estimate soft-regime probabilities, a distributional spectral clustering method that uses XGBoost to assign clusters at prediction time, and a coefficient-based soft regime algorithm that extracts HAR coefficients from time segments segmented through the Mood test and clusters through Bayesian GMM for soft regime weights, using XGBoost to predict regime probabilities. Models were evaluated across three time periods--before, during, and after the COVID-19 pandemic. The coefficient-based clustering algorithm outperformed all other models, including the baseline autoregressive model, during all time periods. Additionally, each model was evaluated on its recursive forecasting performance for 5- and 10-day horizons during each time period. The findings of this study demonstrate the value of regime-aware modeling frameworks and soft clustering approaches in improving volatility forecasting, especially during periods of heightened uncertainty and structural change.",arXiv q-fin,2025,0,Ava C. Blake; Nivika A. Gandhi; Anurag R. Jakkula,https://arxiv.org/abs/2510.03236v1
3,0,"families=2:classical,ml",arxiv,,Meta-Learning Neural Process for Implied Volatility Surfaces with SABR-induced Priors,"We treat implied volatility surface (IVS) reconstruction as a learning problem guided by two principles. First, we adopt a meta-learning view that trains across trading days to learn a procedure that maps sparse option quotes to a full IVS via conditional prediction, avoiding per-day calibration at test time. Second, we impose a structural prior via transfer learning: pre-train on SABR-generated dataset to encode geometric prior, then fine-tune on historical market dataset to align with empirical patterns. We implement both principles in a single attention-based Neural Process (Volatility Neural Process, VolNP) that produces a complete IVS from a sparse context set in one forward pass. On SPX options, the VolNP outperforms SABR, SSVI, and Gaussian process. Relative to an ablation trained only on market data, the SABR-induced prior reduces RMSE by about 40% and suppresses large errors, with pronounced gains at long maturities where quotes are sparse. The resulting model is fast (single pass), stable (no daily recalibration), and practical for deployment at scale.",arXiv q-fin,2025,0,Jirong Zhuang; Xuan Wu,https://arxiv.org/abs/2509.11928v3
3,0,"families=3:ensemble,garch,ml",arxiv,,Probabilistic Forecasting Cryptocurrencies Volatility: From Point to Quantile Forecasts,"Cryptocurrency markets are characterized by extreme volatility, making accurate forecasts essential for effective risk management and informed trading strategies. Traditional deterministic (point) forecasting methods are inadequate for capturing the full spectrum of potential volatility outcomes, underscoring the importance of probabilistic approaches. To address this limitation, this paper introduces probabilistic forecasting methods that leverage point forecasts from a wide range of base models, including statistical (HAR, GARCH, ARFIMA) and machine learning (e.g. LASSO, SVR, MLP, Random Forest, LSTM) algorithms, to estimate conditional quantiles of cryptocurrency realized variance. To the best of our knowledge, this is the first study in the literature to propose and systematically evaluate probabilistic forecasts of variance in cryptocurrency markets based on predictions derived from multiple base models. Our empirical results for Bitcoin demonstrate that the Quantile Estimation through Residual Simulation (QRS) method, particularly when applied to linear base models operating on log-transformed realized volatility data, consistently outperforms more sophisticated alternatives. Additionally, we highlight the robustness of the probabilistic stacking framework, providing comprehensive insights into uncertainty and risk inherent in cryptocurrency volatility forecasting. This research fills a significant gap in the literature, contributing practical probabilistic forecasting methodologies tailored specifically to cryptocurrency markets.",arXiv q-fin,2025,0,Grzegorz Dudek; Witold Orzeszko; Piotr Fiszeder,https://arxiv.org/abs/2508.15922v1
3,0,"families=2:garch,ml",arxiv,,Deep Learning Enhanced Multivariate GARCH,"This paper introduces a novel multivariate volatility modeling framework, named Long Short-Term Memory enhanced BEKK (LSTM-BEKK), that integrates deep learning into multivariate GARCH processes. By combining the flexibility of recurrent neural networks with the econometric structure of BEKK models, our approach is designed to better capture nonlinear, dynamic, and high-dimensional dependence structures in financial return data. The proposed model addresses key limitations of traditional multivariate GARCH-based methods, particularly in capturing persistent volatility clustering and asymmetric co-movement across assets. Leveraging the data-driven nature of LSTMs, the framework adapts effectively to time-varying market conditions, offering improved robustness and forecasting performance. Empirical results across multiple equity markets confirm that the LSTM-BEKK model achieves superior performance in terms of out-of-sample portfolio risk forecast, while maintaining the interpretability from the BEKK models. These findings highlight the potential of hybrid econometric-deep learning models in advancing financial risk management and multivariate volatility forecasting.",arXiv q-fin,2025,0,Haoyuan Wang; Chen Liu; Minh-Ngoc Tran; Chao Wang,https://arxiv.org/abs/2506.02796v1
2,22,family+test,crossref,10.1016/j.ijforecast.2019.10.001,A Model Confidence Set approach to the combination of multivariate volatility forecasts,,International Journal of Forecasting,2020,22,"Amendola, Alessandra; Braione, Manuela; Candila, Vincenzo; Storti, Giuseppe",https://doi.org/10.1016/j.ijforecast.2019.10.001
2,3,family+horse_race_title,openalex,10.1016/j.jempfin.2024.101519,Empirical analysis of crude oil dynamics using affine vs. non-affine jump-diffusion models,"This paper investigates the dynamics of the United States oil (USO) exchange traded fund (ETF). Daily USO returns are modelled using stochastic volatility (SV) frameworks derived from three different model classes: SV models with contemporaneous jumps in returns and volatility (SVCJ); SV model with jumps in returns only (SVJ); and a pure SV model class without jumps. Six affine and non-affine models are considered within each model class that depend on specification of the drift and the diffusion terms in the variance process, resulting in a total of 18 models that are estimated using particle Markov Chain Monte Carlo (PMCMC) approach. Model evaluation is conducted using the Deviance Information Criterion (DIC), Bayes factors, probability plots, and deviation measures to assess the discrepancy between the estimated volatility and key benchmarks, the crude oil ETF volatility index (OVX) and the realised volatility (RV). Our analysis indicates that models incorporating jumps, particularly the SVCJ-PLY-0.5 and SVCJ-PLY-1.0, more accurately capture USO dynamics than standard SV models. The SVCJ-PLY-0.5 model ranks highest based on DIC statistics and Bayes factors, and both models excel in aligning their estimated volatility with the OVX and RV benchmarks. Overall, the statistical criteria employed in our comparison favour models with jumps over the standard SV model class, suggesting that models incorporating jumps in both return and variance processes (SVCJ) are superior to those with jumps solely in the return process (SVJ). The affine models SVJ-LIN-0.5 and SVCJ-LIN-0.5 with linear variance drift and square root diffusion that are particularly interesting for theoretical finance applications are highly ranked among considered frameworks, outperforming several non-affine alternatives. Our analysis of the regression model for volatility forecasting reveals a significant predictive accuracy in the evaluated models, demonstrating their effectiveness in anticipating future volatility trends.",Journal of Empirical Finance,2024,3,Katja Ignatieva; Patrick Wong,https://doi.org/10.1016/j.jempfin.2024.101519
1,105,family_only:ml,crossref,10.1093/jjfinec/nbaa008,Realized Volatility Forecasting with Neural Networks,"Abstract In the last few decades, a broad strand of literature in finance has implemented artificial neural networks as a forecasting method. The major advantage of this approach is the possibility to approximate any linear and nonlinear behaviors without knowing the structure of the data generating process. This makes it suitable for forecasting time series which exhibit long-memory and nonlinear dependencies, like conditional volatility. In this article, the predictive performance of feed-forward and recurrent neural networks (RNNs) was compared, particularly focusing on the recently developed long short-term memory (LSTM) network and nonlinear autoregressive model process with eXogenous input (NARX) network, with traditional econometric approaches. The results show that RNNs are able to outperform all the traditional econometric methods. Additionally, capturing long-range dependence through LSTM and NARX models seems to improve the forecasting accuracy also in a highly volatile period.",Journal of Financial Econometrics,2020,105,"Bucci, Andrea",https://doi.org/10.1093/jjfinec/nbaa008
1,54,family_only:classical,crossref,10.1093/jjfinec/nbaa049,Decoupling the Short- and Long-Term Behavior of Stochastic Volatility,"Abstract We introduce a new class of continuous-time models of the stochastic volatility of asset prices. The models can simultaneously incorporate roughness and slowly decaying autocorrelations, including proper long memory, which are two stylized facts often found in volatility data. Our prime model is based on the so-called Brownian semistationary process and we derive a number of theoretical properties of this process, relevant to volatility modeling. Applying the models to realized volatility measures covering a vast panel of assets, we find evidence consistent with the hypothesis that time series of realized measures of volatility are both rough and very persistent. Lastly, we illustrate the utility of the models in an extensive forecasting study; we find that the models proposed in this article outperform a wide array of benchmarks considerably, indicating that it pays off to exploit both roughness and persistence in volatility forecasting.",Journal of Financial Econometrics,2022,54,"Bennedsen, Mikkel; Lunde, Asger; Pakkanen, and Mikko S",https://doi.org/10.1093/jjfinec/nbaa049
1,32,family_only:ml,crossref,10.1093/jjfinec/nbad005,Volatility Forecasting with Machine Learning and Intraday Commonality,"Abstract We apply machine learning models to forecast intraday realized volatility (RV), by exploiting commonality in intraday volatility via pooling stock data together, and by incorporating a proxy for the market volatility. Neural networks dominate linear regressions and tree-based models in terms of performance, due to their ability to uncover and model complex latent interactions among variables. Our findings remain robust when we apply trained models to new stocks that have not been included in the training set, thus providing new empirical evidence for a universal volatility mechanism among stocks. Finally, we propose a new approach to forecasting 1-day-ahead RVs using past intraday RVs as predictors, and highlight interesting time-of-day effects that aid the forecasting mechanism. The results demonstrate that the proposed methodology yields superior out-of-sample forecasts over a strong set of traditional baselines that only rely on past daily RVs.",Journal of Financial Econometrics,2024,32,"Zhang, Chao; Zhang, Yihuang; Cucuringu, Mihai; Qian, Zhongmin",https://doi.org/10.1093/jjfinec/nbad005
1,20,family_only:har,crossref,10.1093/jjfinec/nbz025,HARK the SHARK: Realized Volatility Modeling with Measurement Errors and Nonlinear Dependencies,"Abstract Despite their effectiveness, linear models for realized variance neglect measurement errors on integrated variance and exhibit several forms of misspecification due to the inherent nonlinear dynamics of volatility. We propose new extensions of the popular approximate long-memory heterogeneous autoregressive (HAR) model apt to disentangle these effects and quantify their separate impact on volatility forecasts. By combining the asymptotic theory of the realized variance estimator with the Kalman filter and by introducing time-varying HAR parameters, we build new models that account for: (i) measurement errors (HARK), (ii) nonlinear dependencies (SHAR) and (iii) both measurement errors and nonlinearities (SHARK). The proposed models are simply estimated through standard maximum likelihood methods and are shown, both on simulated and real data, to provide better out-of-sample forecasts compared to standard HAR specifications and other competing approaches.",Journal of Financial Econometrics,2021,20,"Buccheri, Giuseppe; Corsi, Fulvio",https://doi.org/10.1093/jjfinec/nbz025
1,18,family_only:ensemble,crossref,10.1093/jjfinec/nbab006,Volatility Estimation and Forecasts Based on Price Durations,"Abstract We investigate price duration variance estimators that have long been neglected in the literature. In particular, we consider simple-to-construct non-parametric duration estimators, and parametric price duration estimators using autoregressive conditional duration specifications. This paper shows (i) how price duration estimators can be used for the estimation and forecasting of the integrated variance of an underlying semi-martingale price process and (ii) how they are affected by discrete and irregular spacing of observations, market microstructure noise, and finite price jumps. Specifically, we contribute to the literature by constructing the asymptotic theory for the non-parametric estimator with and without the presence of bid/ask spread and time discreteness. Further, we provide guidance about how our estimators can best be implemented in practice by appropriately selecting a threshold parameter that defines a price duration event, or by averaging over a range of non-parametric duration estimators. We also provide simulation and forecasting evidence that price duration estimators can extract relevant information from high-frequency data better and produce more accurate forecasts than competing realized volatility and option-implied variance estimators, when considered in isolation or as part of a forecasting combination setting.",Journal of Financial Econometrics,2023,18,"Hong, Seok Young; Nolte, Ingmar; Taylor, Stephen J; Zhao, Xiaolu",https://doi.org/10.1093/jjfinec/nbab006
1,6,family_only:ml,openalex,10.1080/14697688.2019.1651451,Adaptive Lasso for vector Multiplicative Error Models,"In this paper we adopt Adaptive Lasso techniques in vector Multiplicative Error Models (vMEM), and we show that they provide asymptotic consistency in variable selection and the same efficiency as if the set of true predictors were known in advance (oracle property). A Monte Carlo exercise demonstrates the good performance of this approach and an empirical application shows its effectiveness in studying the network of volatility spillovers among European financial indices, during and after the sovereign debt crisis. We conclude demonstrating the superior volatility forecast ability of Adaptive Lasso techniques also when a common trend is removed prior to multivariate volatility spillover analysis.",Quantitative Finance,2019,6,Luca Cattivelli; Giampiero M. Gallo,https://doi.org/10.1080/14697688.2019.1651451
1,4,family_only:ml,crossref,10.1093/jjfinec/nbaa005,Forecasting Equity Index Volatility by Measuring the Linkage among Component Stocks*,"Abstract The linkage among the realized volatilities of component stocks is important when modeling and forecasting the relevant index volatility. In this article, the linkage is measured via an extended Common Correlated Effects (CCEs) approach under a panel heterogeneous autoregression model where unobserved common factors in errors are assumed. Consistency of the CCE estimator is obtained. The common factors are extracted using the principal component analysis. Empirical studies show that realized volatility models exploiting the linkage effects lead to significantly better out-of-sample forecast performance, for example, an up to 32% increase in the pseudo R2. We also conduct various forecasting exercises on the linkage variables that compare conventional regression methods with popular machine learning techniques.",Journal of Financial Econometrics,2022,4,"Qiu, Yue; Xie, Tian; Yu, Jun; Zhou, Qiankun",https://doi.org/10.1093/jjfinec/nbaa005
1,3,family_only:classical,openalex,10.1080/14697688.2019.1605186,Model-driven statistical arbitrage on LETF option markets,"In this paper, we study the statistical properties of the moneyness scaling transformation, which adjusts the moneyness coordinate of the implied volatility smile in an attempt to remove the discrepancy between the IV smiles for levered and unlevered ETF options. We construct bootstrap uniform confidence bands which indicate that the implied volatility smiles are statistically different after moneyness scaling has been performed. An empirical application shows that there are trading opportunities possible on the LETF market. A statistical arbitrage type strategy based on a dynamic semiparametric factor model is presented. This strategy presents a statistical decision algorithm which generates trade recommendations based on comparison of model and observed LETF implied volatility surface. It is shown to generate positive returns with a high probability. Extensive econometric analysis of the LETF implied volatility process is performed including out-of-sample forecasting based on a semiparametric factor model and a uniform confidence bands' study. These provide new insights into the latent dynamics of the implied volatility surface. We also incorporate Heston stochastic volatility into the moneyness scaling method for better tractability of the model.",Quantitative Finance,2019,3,S. Nasekin; W. K. Härdle,https://doi.org/10.1080/14697688.2019.1605186
1,3,family_only:classical,crossref,10.1093/jjfinec/nbad029,A Stochastic Price Duration Model for Estimating High-Frequency Volatility,"Abstract We propose a stochastic price duration model to estimate high-frequency volatility. A price duration is directly linked to volatility from the passage time theory for Brownian motions, and it possesses several advantages over returns for estimating volatility. We employ price durations in a parametric model that directly specifies stochastic volatility dynamics. Our approach allows us to estimate intraday spot volatility and our empirical results suggest the presence of important intraday volatility dynamics. We conduct an extensive integrated variance forecast comparison, which demonstrates the superior performance of our proposed models compared with other duration-based or return-based estimators.",Journal of Financial Econometrics,2024,3,"Pelletier, Denis; Wei, Wei",https://doi.org/10.1093/jjfinec/nbad029
1,2,family_only:garch,crossref,10.1093/jjfinec/nbac011,Testing Hypotheses on the Innovations Distribution in Semi-Parametric Conditional Volatility Models,"Abstract Testing symmetry or quantile assumptions on the innovations distribution can be of invaluable help to improve or simplify the statistical procedures designed for GARCH-type models. In particular, evaluation of the conditional value-at-risk (VaR) or construction of confidence intervals for predictions requires estimating quantiles of the innovations distribution. We propose tests of different hypotheses: adequacy of a set of parametric quantiles, mean–median equality, symmetry of extreme quantiles, and zero-median in presence of a conditional mean. The tests rely on the asymptotic distribution of the empirical distribution function of the residuals. They are generally model-free (though not estimation-free) and thus are simple to implement. Efficiency comparisons are made using the Bahadur approach. Numerical studies based on simulated and real data are provided to illustrate the usefulness of the proposed tests for risk management or statistical purposes.",Journal of Financial Econometrics,2023,2,"Francq, Christian; Zakoïan, Jean-Michel",https://doi.org/10.1093/jjfinec/nbac011
1,2,test_only,crossref,10.1093/jjfinec/nbae014,Exploiting Intraday Decompositions in Realized Volatility Forecasting: A Forecast Reconciliation Approach,Abstract We address the construction of Realized Variance (RV) forecasts by exploiting the hierarchical structure implicit in available decompositions of RV. We propose a post-forecasting approach that utilizes bottom-up and regression-based reconciliation methods. By using data referred to the Dow Jones Industrial Average Index and to its constituents we show that exploiting the informative content of hierarchies improves the forecast accuracy. Forecasting performance is evaluated out-of-sample based on the empirical MSE and QLIKE criteria as well as using the Model Confidence Set approach.,Journal of Financial Econometrics,2024,2,"Caporin, Massimiliano; Di Fonzo, Tommaso; Girolimetto, Daniele",https://doi.org/10.1093/jjfinec/nbae014
1,2,test_only,crossref,10.1016/j.ijforecast.2023.07.003,A False Discovery Rate approach to optimal volatility forecasting model selection,,International Journal of Forecasting,2024,2,"Hassanniakalager, Arman; Baker, Paul L.; Platanakis, Emmanouil",https://doi.org/10.1016/j.ijforecast.2023.07.003
1,1,family_only:ml,crossref,10.1016/j.jempfin.2025.101639,Cross-market volatility forecasting with attention-based spatial–temporal graph convolutional networks,,Journal of Empirical Finance,2025,1,"Gong, Jue; Wang, Gang-Jin; Zhou, Yang; Xie, Chi",https://doi.org/10.1016/j.jempfin.2025.101639
1,0,family_only:ensemble,openalex,10.1016/j.ijforecast.2025.08.006,Volatility forecasting for low-volatility investing,"Low-volatility investing often involves sorting and selecting stocks based on retrospective risk measures, for example, the historical standard deviation of returns. In contrast, we employ volatility forecasts from various volatility models to sort, select, and estimate portfolio weights on the 500 largest US stocks. We find that exploiting a large set of time-series models delivers large, significant economic gains compared to traditional benchmarks. After accounting for transaction costs, a low-volatility portfolio based on volatility forecasts from a panel heterogeneous autoregression model and a portfolio based on forecast combinations perform best and can be easily implemented in real time.",International Journal of Forecasting,2025,0,Christian Conrad; Onno Kleen; Rasmus Lönn,https://doi.org/10.1016/j.ijforecast.2025.08.006
